0.03819199827619025,0
0,0
0,0
0,0
0,0
0.31027475532600696,0
0.265608839401382,0
0,0
0.8885343438865435,0
0.049522453877535004,0
0.1863859618674085,0
0.027192331929547613,0
0.05653001180811536,0
0,0
0,0
0,0
0.027192331929547613,0
0,0
0,0
0,0
0.019352491011704973,0
0.027192331929547613,0
0,0
0,0
0.027192331929547613,0
0,0
0,0
0.004027534894273769,0
0,0
0.02609693610178965,0
0.042375156121778744,0
0.2600582780809642,0
0,0
0,0
0,0
0,0
0.027192331929547613,0
0,0
0.020037734616742464,0
0.027192331929547613,0
0,0
0,0
0.0156513943234139,0
0.009383125132812396,0
0,0
0.12807101633736237,0
0.027192331929547613,0
0,0
0.01729666754721843,0
0.017060548913519703,0
0.04459588128885353,0
0.04328043964937973,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.027192331929547613,0
0.051050659125669355,0
0.04204773080402473,0
0.027192331929547613,0
0.027192331929547613,0
0,0
0.060136392109237755,0
0.027192331929547613,0
0.02788014226169821,0
0,0
0,0
0.008515987172242775,0
0,0
0.016733131015610338,0
0.07069962021730376,0
0.027192331929547613,0
0.006513317697566906,0
0,0
0,0
0.03424922738628198,0
0,0
0,0
0,0
0,0
0,0
0.027192331929547613,0
0.027192331929547613,0
0,0
0,0
0.027192331929547613,0
0.027192331929547613,0
0,0
0,0
0,0
0,0
0.02068846634153592,0
0.02068846634153592,0
0.02068846634153592,0
0.024659393975027314,0
0.02068846634153592,0
0,0
0.00887921797949455,0
0.003960213522680778,0
0,0
0.0027861496880714214,0
0.31596532150142076,0
0.10703084567035916,0
0,1
0.22429308440764323,0
0.0654567068759262,0
0,0
0.03656241964287429,0
0,0
0.037426160217091775,0
0.03166978813656288,0
0.042067431912817754,0
0,0
0,0
0.6589055572135439,0
0,0
0,0
0.04658339673945631,0
0,0
0,0
0.053300620212176804,0
0.07158144718264593,0
0,0
0.12665876227561879,0
0.04658339673945631,0
0,0
0.0911336964765602,0
0,0
0,0
0,0
0.04658339673945631,0
0.042050600219821946,0
0,0
0.021215804304595156,0
0,0
0.04658339673945631,0
0,0
0.007877058608766804,0
0,0
0.3617192210354776,0
0,0
0,0
0.049522453877535004,0
0,0
0.31524132546232897,0
0.3532572121867637,0
0.024123083436280657,0
0,0
0.48687761006884406,0
0,0
0.13833728278936083,0
0.03096429458351692,0
0,0
0.03096429458351692,0
0.006076903272599073,0
0.042767806228787966,0
0.03096429458351692,0
0,0
0.0042372550958119995,0
0.07509843232256347,0
0,0
0,0
0,0
0.587825398290823,0
0.03096429458351692,0
0.06099157894738844,0
0,0
0.03096429458351692,0
0.03096429458351692,0
0.6933710443706805,0
0,0
0.04799697860592584,0
0,0
0.008522621201703606,0
0.02183366925739945,0
0.09811769261991768,0
0.16481302317154195,0
0.09561938033213555,0
0.09561938033213555,1
0.10401565977343744,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.08937349004328415,0
0.20682472438419255,0
0,0
0.4654733444970186,0
0,0
0.049522453877535004,0
0,0
0.049522453877535004,0
1,0
0,0
0,0
0,0
0.012629412598666468,0
0.07787436436431748,0
0.1941232014313402,0
0,0
0.08811845206751076,0
0.02887178014008653,0
0,0
0,0
0.08374243358120309,0
0,0
0.025724636749346746,0
0,0
0.07719737135148852,0
0,0
0.025755920071535498,0
0.025755920071535498,0
0.017402006959962253,0
0.055355093319198356,0
0,0
0,0
0.05793801565244548,0
0.20252120517216965,0
0.05793801565244548,0
0,0
0,0
0.024812186620395867,0
0.09371694319500255,0
0,0
0.18227661217677316,0
0.04766789755996402,1
0.04766789755996402,0
0.008767881324848278,0
0.05837567957033017,0
0.04766789755996402,0
0.053933356849918374,0
0,0
0,0
0.7849982885059469,0
0.38228150281822526,0
0.01244309953022224,0
0.01244309953022224,0
0,0
0,0
0,0
0,0
0.24786683402290963,0
0.013109903465033448,0
0.0014308878006596727,0
0.013109903465033448,0
0.00903066881137679,0
0.08000398192050745,0
